Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45724135,03/01/2020 12:15:49 AM,,NYPD,New York City Police Department,Urinating in Public,N/A,Subway Station,10029,145 EAST  116 STREET,EAST  116 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,,NEW YORK,EAST  116 STREET,,In Progress,,,,11 MANHATTAN,1016440121,MANHATTAN,1000493,230202,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.798512385857904,-73.94133370602756,"(40.798512385857904, -73.94133370602756)"
45727062,03/01/2020 12:16:12 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,27-25 21 STREET,21 STREET,27 ROAD,28 AVENUE,27 ROAD,28 AVENUE,,ASTORIA,21 STREET,,In Progress,,,,01 QUEENS,4005430006,QUEENS,1004616,220379,ONLINE,Unspecified,QUEENS,,,,,,,,40.77154233878621,-73.92647208518753,"(40.77154233878621, -73.92647208518753)"
45726331,03/01/2020 12:16:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,1056 EAST  226 STREET,EAST  226 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,,BRONX,EAST  226 STREET,,In Progress,,,,12 BRONX,2048720071,BRONX,1025718,261851,ONLINE,Unspecified,BRONX,,,,,,,,40.88529713918025,-73.85003074271444,"(40.88529713918025, -73.85003074271444)"
45721274,03/01/2020 12:16:46 AM,03/01/2020 01:56:17 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,130 EAST   54 STREET,EAST   54 STREET,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,,BROOKLYN,EAST   54 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/01/2020 06:56:22 AM,17 BROOKLYN,3046400019,BROOKLYN,1004520,178284,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65600188808716,-73.92694542231396,"(40.65600188808716, -73.92694542231396)"
45722585,03/01/2020 12:17:09 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,844 EAST  230 STREET,EAST  230 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,,BRONX,EAST  230 STREET,,In Progress,,,,12 BRONX,2048540076,BRONX,1024533,263558,PHONE,Unspecified,BRONX,,,,,,,,40.88998779970118,-73.8543060262114,"(40.88998779970118, -73.8543060262114)"
45722567,03/01/2020 12:17:20 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,2698 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  143 STREET,WEST  144 STREET,WEST  143 STREET,WEST  144 STREET,,NEW YORK,8 AVENUE,,In Progress,,,,10 MANHATTAN,1020290001,MANHATTAN,1000101,238652,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82170599775753,-73.94272957353319,"(40.82170599775753, -73.94272957353319)"
45724780,03/01/2020 12:17:28 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,193 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,KOSCIUSZKO STREET,LAFAYETTE AVENUE,KOSCIUSZKO STREET,LAFAYETTE AVENUE,,BROOKLYN,MARCUS GARVEY BOULEVARD,,In Progress,,,,03 BROOKLYN,3016050001,BROOKLYN,1000959,191255,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69161179452311,-73.939747369637,"(40.69161179452311, -73.939747369637)"
45721786,03/01/2020 12:18:14 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,27-35 21 STREET,21 STREET,27 ROAD,28 AVENUE,27 ROAD,28 AVENUE,,ASTORIA,21 STREET,,In Progress,,,,01 QUEENS,4005430002,QUEENS,1004605,220362,ONLINE,Unspecified,QUEENS,,,,,,,,40.77149570357546,-73.92651185025316,"(40.77149570357546, -73.92651185025316)"
45724221,03/01/2020 12:18:21 AM,03/01/2020 01:38:31 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11377,38 AVENUE,38 AVENUE,38 AVENUE,61 STREET,38 AVENUE,61 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:38:34 AM,02 QUEENS,,QUEENS,1011276,211691,PHONE,Unspecified,QUEENS,,,,,,,,40.74767816628858,-73.90246225236297,"(40.74767816628858, -73.90246225236297)"
45724412,03/01/2020 12:18:24 AM,03/01/2020 01:07:19 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,5202 12 AVENUE,12 AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,,BROOKLYN,12 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:07:29 AM,12 BROOKLYN,3056610037,BROOKLYN,985313,170473,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63458551396432,-73.99617009940104,"(40.63458551396432, -73.99617009940104)"
45722876,03/01/2020 12:18:35 AM,03/01/2020 12:54:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,166 TAAFFE PLACE,TAAFFE PLACE,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,,BROOKLYN,TAAFFE PLACE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the pre,03/01/2020 05:54:14 AM,03 BROOKLYN,3019100031,BROOKLYN,995308,192078,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.693879603785604,-73.96012351311933,"(40.693879603785604, -73.96012351311933)"
45727106,03/01/2020 12:18:37 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,10-20 NEILSON STREET,NEILSON STREET,CORNAGA AVENUE,DINSMORE AVENUE,CORNAGA AVENUE,DINSMORE AVENUE,,FAR ROCKAWAY,NEILSON STREET,,In Progress,,,,14 QUEENS,4155550001,QUEENS,1054297,159285,PHONE,Unspecified,QUEENS,,,,,,,,40.60360000875811,-73.74774326216499,"(40.60360000875811, -73.74774326216499)"
45721729,03/01/2020 12:18:43 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1202 EAST   73 STREET,EAST   73 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,,BROOKLYN,EAST   73 STREET,,In Progress,,,,18 BROOKLYN,3083590040,BROOKLYN,1008235,167641,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62677986685837,-73.9135941322978,"(40.62677986685837, -73.9135941322978)"
45726685,03/01/2020 12:19:01 AM,03/01/2020 01:44:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11223,200 LAKE STREET,LAKE STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,LAKE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:44:02 AM,11 BROOKLYN,3070860040,BROOKLYN,991549,157726,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59959470057532,-73.97371609117012,"(40.59959470057532, -73.97371609117012)"
45724823,03/01/2020 12:19:10 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,1056 EAST  226 STREET,EAST  226 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,,BRONX,EAST  226 STREET,,In Progress,,,,12 BRONX,2048720071,BRONX,1025718,261851,ONLINE,Unspecified,BRONX,,,,,,,,40.88529713918025,-73.85003074271444,"(40.88529713918025, -73.85003074271444)"
45724011,03/01/2020 12:19:28 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1933 50 STREET,50 STREET,19 AVENUE,DAHILL ROAD,19 AVENUE,DAHILL ROAD,,BROOKLYN,50 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,03/01/2020 05:25:57 AM,12 BROOKLYN,3054570048,BROOKLYN,990255,167280,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.625819431651145,-73.97836732582445,"(40.625819431651145, -73.97836732582445)"
45727116,03/01/2020 12:19:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,95-27 132 STREET,132 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,,SOUTH RICHMOND HILL,132 STREET,,In Progress,,,,09 QUEENS,4094780028,QUEENS,1035150,192610,ONLINE,Unspecified,QUEENS,,,,,,,,40.69520035278529,-73.8164446730786,"(40.69520035278529, -73.8164446730786)"
45724065,03/01/2020 12:19:50 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,BEACH   25 STREET,BEACH   25 STREET,BEACH   25 STREET,COLLIER AVENUE,BEACH   25 STREET,COLLIER AVENUE,,,,,In Progress,,,,14 QUEENS,,QUEENS,1050789,157404,PHONE,Unspecified,QUEENS,,,,,,,,40.59846409861353,-73.76039491020916,"(40.59846409861353, -73.76039491020916)"
45721409,03/01/2020 12:19:59 AM,03/01/2020 12:58:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1785 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ST LAWRENCE AVENUE,BEACH AVENUE,ST LAWRENCE AVENUE,BEACH AVENUE,,BRONX,WESTCHESTER AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/01/2020 05:58:40 AM,09 BRONX,,BRONX,1021073,242324,ONLINE,Unspecified,BRONX,,,,,,,,40.831722049916145,-73.86693665756289,"(40.831722049916145, -73.86693665756289)"
45722080,03/01/2020 12:20:13 AM,03/01/2020 01:57:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,188 AVENUE B,AVENUE B,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,,NEW YORK,AVENUE B,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:57:47 AM,03 MANHATTAN,1004050033,MANHATTAN,990018,204458,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72786479023513,-73.97918928643114,"(40.72786479023513, -73.97918928643114)"
45721785,03/01/2020 12:20:27 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,28-08 21 STREET,21 STREET,28 AVENUE,29 AVENUE,28 AVENUE,29 AVENUE,,ASTORIA,21 STREET,,In Progress,,,,01 QUEENS,4005380043,QUEENS,1004469,220150,ONLINE,Unspecified,QUEENS,,,,,,,,40.77091413119377,-73.92700349193414,"(40.77091413119377, -73.92700349193414)"
45722500,03/01/2020 12:20:27 AM,,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,,10028,EAST   86 STREET,EAST   86 STREET,EAST   86 STREET,YORK AVENUE,EAST   86 STREET,YORK AVENUE,,,,,In Progress,,,,08 MANHATTAN,,MANHATTAN,998895,221973,PHONE,Unspecified,MANHATTAN,,,"EAST   86 STREET AND YORK AVENUE, MANHATTAN, NY, 10028",,,,,40.77592877982616,-73.9471232847572,"(40.77592877982616, -73.9471232847572)"
45724835,03/01/2020 12:20:28 AM,03/01/2020 01:59:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11238,109 GREENE AVENUE,GREENE AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,,BROOKLYN,GREENE AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the pre,03/01/2020 06:59:27 AM,02 BROOKLYN,3019430038,BROOKLYN,993116,189375,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68646295907187,-73.96803168699417,"(40.68646295907187, -73.96803168699417)"
45724015,03/01/2020 12:21:40 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,86-36 79 STREET,79 STREET,86 AVENUE,JAMAICA AVENUE,86 AVENUE,JAMAICA AVENUE,,WOODHAVEN,79 STREET,,In Progress,,,,09 QUEENS,4088420142,QUEENS,1022089,191640,ONLINE,Unspecified,QUEENS,,,,,,,,40.69260341313313,-73.86355054581013,"(40.69260341313313, -73.86355054581013)"
45722556,03/01/2020 12:21:42 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,675 WOODWARD AVENUE,WOODWARD AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,,RIDGEWOOD,WOODWARD AVENUE,,In Progress,,,,05 QUEENS,4034780014,QUEENS,1010248,196224,ONLINE,Unspecified,QUEENS,,,,,,,,40.7052281214301,-73.9062320893637,"(40.7052281214301, -73.9062320893637)"
45725559,03/01/2020 12:21:59 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1730 MONTGOMERY AVENUE,MONTGOMERY AVENUE,WEST  176 STREET,POPHAM AVENUE,WEST  176 STREET,POPHAM AVENUE,,BRONX,MONTGOMERY AVENUE,,In Progress,,,,05 BRONX,2028780126,BRONX,1006773,249109,MOBILE,Unspecified,BRONX,,,,,,,,40.850392932393454,-73.91858821421046,"(40.850392932393454, -73.91858821421046)"
45726329,03/01/2020 12:22:37 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11421,88-28 75 STREET,75 STREET,88 ROAD,90 AVENUE,88 ROAD,90 AVENUE,,WOODHAVEN,75 STREET,,In Progress,,,,09 QUEENS,4088950024,QUEENS,1021456,190135,ONLINE,Unspecified,QUEENS,,,,,,,,40.68847522345276,-73.86584148582635,"(40.68847522345276, -73.86584148582635)"
45724852,03/01/2020 12:23:14 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,426 BALTIC STREET,BALTIC STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,,BROOKLYN,BALTIC STREET,,In Progress,,,,06 BROOKLYN,3004040001,BROOKLYN,987425,188314,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68355462757267,-73.98855233869938,"(40.68355462757267, -73.98855233869938)"
45721879,03/01/2020 12:23:16 AM,,NYPD,New York City Police Department,Homeless Street Condition,N/A,Store/Commercial,10038,50 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,,NEW YORK,FULTON STREET,,In Progress,,,,01 MANHATTAN,1000757501,MANHATTAN,982948,197306,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70823605278434,-74.0046961806822,"(40.70823605278434, -74.0046961806822)"
45726346,03/01/2020 12:23:19 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11211,347 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    3 STREET,SOUTH    4 STREET,SOUTH    3 STREET,SOUTH    4 STREET,,BROOKLYN,BEDFORD AVENUE,,In Progress,,,,01 BROOKLYN,3024310001,BROOKLYN,994554,198700,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71205634774984,-73.96283239587645,"(40.71205634774984, -73.96283239587645)"
45725575,03/01/2020 12:23:27 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,1056 EAST  226 STREET,EAST  226 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,,BRONX,EAST  226 STREET,,In Progress,,,,12 BRONX,2048720071,BRONX,1025718,261851,ONLINE,Unspecified,BRONX,,,,,,,,40.88529713918025,-73.85003074271444,"(40.88529713918025, -73.85003074271444)"
45723626,03/01/2020 12:23:32 AM,03/01/2020 01:54:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,66 WEST GUNHILL ROAD,WEST GUNHILL ROAD,GATES PLACE,BEND,GATES PLACE,BEND,,BRONX,WEST GUN HILL ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:54:39 AM,07 BRONX,2033240013,BRONX,1016249,261075,PHONE,Unspecified,BRONX,,,,,,,,40.88320667838292,-73.88427909662423,"(40.88320667838292, -73.88427909662423)"
45722489,03/01/2020 12:23:40 AM,,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,,,,,,,,,,,,In Progress,,,,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,
45725442,03/01/2020 12:23:41 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,BEACH   40 STREET,BEACH   40 STREET,BEACH   40 STREET,BEACH CHANNEL DRIVE,BEACH   40 STREET,BEACH CHANNEL DRIVE,,,,,In Progress,,,,14 QUEENS,,QUEENS,1047478,156433,PHONE,Unspecified,QUEENS,,,,,,,,40.59582314863177,-73.77232676190755,"(40.59582314863177, -73.77232676190755)"
45726607,03/01/2020 12:24:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10455,,,,,ST ANNS AVENUE,WESTCHESTER AVENUE,INTERSECTION,BRONX,,N/A,Open,,,,01 BRONX,,BRONX,1008624,236597,UNKNOWN,Unspecified,BRONX,,,,,,,,40.816046197774725,-73.91194304491894,"(40.816046197774725, -73.91194304491894)"
45722622,03/01/2020 12:24:13 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,,FRESH MEADOWS,78 AVENUE,,In Progress,,,,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
45726350,03/01/2020 12:24:16 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11415,83-40 AUSTIN STREET,AUSTIN STREET,LEFFERTS BOULEVARD,84 ROAD,LEFFERTS BOULEVARD,84 ROAD,,KEW GARDENS,AUSTIN STREET,,In Progress,,,,09 QUEENS,4033380030,QUEENS,1031653,197536,PHONE,Unspecified,QUEENS,,,,,,,,40.70874046461479,-73.82902083052905,"(40.70874046461479, -73.82902083052905)"
45724120,03/01/2020 12:24:31 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,10001,BROADWAY,BROADWAY,BROADWAY,WEST   33 STREET,BROADWAY,WEST   33 STREET,,,,,In Progress,,,,05 MANHATTAN,,MANHATTAN,987564,212166,PHONE,Unspecified,MANHATTAN,,,"BROADWAY AND WEST   33 STREET, MANHATTAN, NY, 10001",,,,,40.74902259948163,-73.98803942302837,"(40.74902259948163, -73.98803942302837)"
45724084,03/01/2020 12:24:33 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,26 IRVING AVENUE,IRVING AVENUE,JEFFERSON STREET,TROUTMAN STREET,JEFFERSON STREET,TROUTMAN STREET,,BROOKLYN,IRVING AVENUE,,In Progress,,,,04 BROOKLYN,3031750030,BROOKLYN,1004997,196190,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7051486694619,-73.92517115207272,"(40.7051486694619, -73.92517115207272)"
45726366,03/01/2020 12:24:50 AM,,DOT,Department of Transportation,Street Condition,Line/Marking - After Repaving,Street,11211,CONSELYEA STREET,CONSELYEA STREET,CONSELYEA STREET,LORIMER STREET,CONSELYEA STREET,LORIMER STREET,,,,,In Progress,,,,01 BROOKLYN,,BROOKLYN,998255,199685,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71475485313409,-73.94948045581866,"(40.71475485313409, -73.94948045581866)"
45722892,03/01/2020 12:25:13 AM,03/01/2020 01:54:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3500 TRYON AVENUE,TRYON AVENUE,EAST GUN HILL ROAD,EAST  211 STREET,EAST GUN HILL ROAD,EAST  211 STREET,,BRONX,TRYON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:54:16 AM,07 BRONX,2033440082,BRONX,1018348,260089,ONLINE,Unspecified,BRONX,,,,,,,,40.88049255784894,-73.87669332048401,"(40.88049255784894, -73.87669332048401)"
45722664,03/01/2020 12:25:32 AM,,NYPD,New York City Police Department,Homeless Street Condition,N/A,Street/Sidewalk,10038,100 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,,NEW YORK,FULTON STREET,,In Progress,,,,01 MANHATTAN,1000780001,MANHATTAN,982439,197802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70959736576604,-74.00653222496682,"(40.70959736576604, -74.00653222496682)"
45724054,03/01/2020 12:25:53 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8718 RIDGE BOULEVARD,RIDGE BOULEVARD,87 STREET,88 STREET,87 STREET,88 STREET,,BROOKLYN,RIDGE BOULEVARD,,In Progress,,,,10 BROOKLYN,3060470031,BROOKLYN,974775,166318,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62317591165053,-74.03413180230689,"(40.62317591165053, -74.03413180230689)"
45724845,03/01/2020 12:26:10 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11219,1401 66 STREET,66 STREET,14 AVENUE,NEW UTRECHT AVENUE,14 AVENUE,NEW UTRECHT AVENUE,,BROOKLYN,66 STREET,,In Progress,,,,11 BROOKLYN,3057550001,BROOKLYN,984350,166571,PHONE,Unspecified,BROOKLYN,,,,,,,,40.623875409888775,-73.99963976613033,"(40.623875409888775, -73.99963976613033)"
45724072,03/01/2020 12:26:22 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1350 GRAND CONCOURSE,GRAND CONCOURSE,MARCY PLACE,ELLIOT PLACE,MARCY PLACE,ELLIOT PLACE,,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2028310036,BRONX,1007876,244476,PHONE,Unspecified,BRONX,,,,,,,,40.83767382859059,-73.91461762857192,"(40.83767382859059, -73.91461762857192)"
45726294,03/01/2020 12:26:48 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,188 AVENUE B,AVENUE B,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,,NEW YORK,AVENUE B,,In Progress,,,,03 MANHATTAN,1004050033,MANHATTAN,990018,204458,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72786479023513,-73.97918928643114,"(40.72786479023513, -73.97918928643114)"
45722875,03/01/2020 12:26:56 AM,03/01/2020 01:38:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,58-06 43 AVENUE,43 AVENUE,58 STREET,60 STREET,58 STREET,60 STREET,,WOODSIDE,43 AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the pre,03/01/2020 06:38:06 AM,02 QUEENS,4013330043,QUEENS,1010098,210038,ONLINE,Unspecified,QUEENS,,,,,,,,40.74314461974246,-73.90672004364642,"(40.74314461974246, -73.90672004364642)"
45721840,03/01/2020 12:27:06 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1350 GRAND CONCOURSE,GRAND CONCOURSE,MARCY PLACE,ELLIOT PLACE,MARCY PLACE,ELLIOT PLACE,,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2028310036,BRONX,1007876,244476,ONLINE,Unspecified,BRONX,,,,,,,,40.83767382859059,-73.91461762857192,"(40.83767382859059, -73.91461762857192)"
45722897,03/01/2020 12:27:16 AM,03/01/2020 01:59:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11220,571 45 STREET,45 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,,BROOKLYN,45 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:59:53 AM,07 BROOKLYN,3007390048,BROOKLYN,982594,175014,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6470494948026,-74.00596754485807,"(40.6470494948026, -74.00596754485807)"
45723634,03/01/2020 12:27:22 AM,03/01/2020 12:44:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,150 WEST   14 STREET,WEST   14 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,,NEW YORK,WEST   14 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/01/2020 05:44:40 AM,02 MANHATTAN,1006090013,MANHATTAN,984725,208135,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73795911957756,-73.9982859593553,"(40.73795911957756, -73.9982859593553)"
45722570,03/01/2020 12:27:34 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,2121 82 STREET,82 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,,BROOKLYN,82 STREET,,In Progress,,,,11 BROOKLYN,3062990062,BROOKLYN,986187,159756,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6051694319286,-73.99302422498464,"(40.6051694319286, -73.99302422498464)"
45726399,03/01/2020 12:28:04 AM,,NYPD,New York City Police Department,Homeless Street Condition,N/A,Street/Sidewalk,10007,BROADWAY,BROADWAY,BROADWAY,FULTON STREET,BROADWAY,FULTON STREET,,,,,In Progress,,,,01 MANHATTAN,,MANHATTAN,981738,198272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710887232967906,-74.00906088716644,"(40.710887232967906, -74.00906088716644)"
45724826,03/01/2020 12:28:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,117 EAST   11 STREET,EAST   11 STREET,4 AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,,NEW YORK,EAST   11 STREET,,In Progress,,,,03 MANHATTAN,1005560075,MANHATTAN,987082,205901,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73182689956645,-73.98978164967104,"(40.73182689956645, -73.98978164967104)"
45724018,03/01/2020 12:28:30 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204,1802 51 STREET,51 STREET,18 AVENUE,DEAD END,18 AVENUE,DEAD END,,BROOKLYN,51 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,03/01/2020 05:50:33 AM,12 BROOKLYN,3054680008,BROOKLYN,989254,167733,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62706344345194,-73.98197303597938,"(40.62706344345194, -73.98197303597938)"
45726182,03/01/2020 12:28:35 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,196-06 45 AVENUE,45 AVENUE,196 STREET,FRANCIS LEWIS BOULEVARD,196 STREET,FRANCIS LEWIS BOULEVARD,,FLUSHING,45 AVENUE,,In Progress,,,,11 QUEENS,4055380001,QUEENS,1043824,214808,MOBILE,Unspecified,QUEENS,,,,,,,,40.75607414381591,-73.7849681483602,"(40.75607414381591, -73.7849681483602)"
